 PA ;     CONTA        ;      OCG      ;      SAP      ;   DIFERENCA                 
  61;1612010 992       ;      3.093,68 ;      3.093,68 ;          0,00               
  61;1612010 995       ;  1.793.395,91 ;  1.793.076,69 ;        319,22               
  61;1612010 996       ;    942.030,67 ;    941.896,40 ;        134,27               
  61;1612010 997       ;        282,33 ;        282,33 ;          0,00               
  61;1612040 967       ;     44.480,73 ;     44.480,73 ;          0,00               
  61;1612040 980       ;  1.270.370,44 ;  1.270.949,36 ;        578,92-              
  61;1612040 982       ;    267.615,96 ;    267.615,96 ;          0,00               
  61;1612040 999       ;     25.581,31 ;     25.581,31 ;          0,00               
  61;1612099 961       ;    328.702,99 ;    328.184,23 ;        518,76               
  61;  SUBTOTAIS       ;  9.641.636,30 ;  9.641.064,42 ;        571,88               
  61;     TOTAIS       ; 18.674.833,38 ; 18.679.859,35 ;      5.025,97-              
                                                                                     
  62;1612010 131       ;  7.729.563,16 ;  7.723.465,43 ;      6.097,73               
  62;1612010 133       ;  1.624.928,91 ;  1.625.012,52 ;         83,61-              
  62;1612010 134       ;    461.890,78 ;    462.288,46 ;        397,68-              
  62;1612010 135       ;    105.098,05 ;    105.095,42 ;          2,63               
  62;1612010 136       ;     55.045,24 ;     53.764,44 ;      1.280,80               
  62;1612010 137       ;     70.934,90 ;     71.141,49 ;        206,59-              
  62;1612010 138       ;     50.901,35 ;     50.077,39 ;        823,96               
  62;1612010 141       ;      1.738,80 ;      1.738,80 ;          0,00               
  62;1612040 003       ;  7.366.357,49 ;  7.366.357,49 ;          0,00               
  62;1612040 035       ;    150.754,32 ;    150.754,32 ;          0,00               
  62;1612040 038       ;  1.710.015,29 ;  1.710.013,40 ;          1,89               
  62;1612040 039       ;  3.816.383,32 ;  3.813.368,30 ;      3.015,02               
  62;1612099 174       ;    235.541,27 ;    235.549,69 ;          8,42-              
  62;1612099 196       ;    152.461,92 ;    152.461,92 ;          0,00               
  62;  SUBTOTAIS       ; 23.531.614,80 ; 23.521.089,07 ;     10.525,73               
  62;1612010 987       ;  3.177.355,41 ;  3.177.333,72 ;         21,69               
  62;1612010 988       ;     70.776,40 ;     70.776,40 ;          0,00               
  62;1612010 989       ;      8.286,83 ;      8.286,83 ;          0,00               
  62;1612010 990       ;      1.584,37 ;      1.584,37 ;          0,00               
  62;1612010 991       ;      4.590,32 ;      4.590,32 ;          0,00               
  62;1612010 992       ;      1.113,93 ;      1.113,93 ;          0,00               
  62;1612010 995       ;    654.431,73 ;    653.715,60 ;        716,13               
  62;1612010 996       ;  1.098.127,71 ;  1.098.243,93 ;        116,22-              
  62;1612010 997       ;        116,82 ;        116,82 ;          0,00               
  62;1612040 980       ;    350.923,01 ;    350.923,01 ;          0,00               
  62;1612040 981       ;      5.143,88 ;      5.143,88 ;          0,00               
  62;1612040 982       ;    133.154,77 ;    133.154,77 ;          0,00               
  62;1612040 999       ;    635.737,94 ;    635.737,94 ;          0,00               
  62;1612099 961       ;    112.639,96 ;    112.639,96 ;          0,00               
  62;1612099 933       ;     20.810,37 ;     20.810,37 ;          0,00               
  62;  SUBTOTAIS       ;  6.274.793,45 ;  6.274.171,85 ;        621,60               
  62;     TOTAIS       ; 17.256.821,35 ; 17.246.917,22 ;      9.904,13               
                                                                                     
  63;1612010 131       ;    187.942,41 ;    187.889,88 ;         52,53               
  63;  SUBTOTAIS       ;    187.942,41 ;    187.889,88 ;         52,53               
  63;1612010 987       ;      4.830,22 ;      4.830,22 ;          0,00               
  63;1612010 996       ;     68.564,39 ;     68.564,39 ;          0,00               
  63;  SUBTOTAIS       ;     73.394,61 ;     73.394,61 ;          0,00               
  63;     TOTAIS       ;    114.547,80 ;    114.495,27 ;         52,53               
                                                                                     
  64;1612010 131       ; 25.171.017,84 ; 25.172.952,31 ;      1.934,47-              
  64;1612010 133       ;  1.479.143,21 ;  1.478.245,08 ;        898,13               
  64;1612010 134       ;  3.211.299,85 ;  3.210.765,00 ;        534,85               
  64;1612010 135       ;    722.526,07 ;    721.928,17 ;        597,90               
  64;1612010 136       ;    430.661,65 ;    430.245,85 ;        415,80               
  64;1612010 137       ;    393.747,97 ;    398.317,30 ;      4.569,33-              
  64;1612010 138       ;    372.647,26 ;    366.276,65 ;      6.370,61               
  64;1612010 141       ;     15.306,73 ;     15.306,73 ;          0,00               
  64;1612040 001       ;  1.058.135,79 ;  1.058.135,79 ;          0,00               
  64;1612040 035       ;    691.649,71 ;    691.467,65 ;        182,06               
  64;1612040 038       ;  4.026.520,78 ;  4.026.396,58 ;        124,20               
  64;1612040 039       ;  3.576.941,23 ;  3.567.915,98 ;      9.025,25               
  64;1612099 025       ;    151.651,24 ;    151.651,24 ;          0,00               
  64;1612099 174       ;  2.893.614,50 ;  2.891.865,24 ;      1.749,26               
  64;  SUBTOTAIS       ; 44.194.863,83 ; 44.181.469,57 ;     13.394,26               
  64;1612010 987       ;  9.774.758,30 ;  9.774.907,32 ;        149,02-              
  64;1612010 988       ;    542.074,42 ;    542.074,42 ;          0,00               
  64;1612010 989       ;     66.779,92 ;     66.779,92 ;          0,00               
  64;1612010 990       ;     43.752,98 ;     43.752,98 ;          0,00               
  64;1612010 991       ;     29.083,11 ;     29.083,11 ;          0,00               
  64;1612010 992       ;      6.458,82 ;      6.458,82 ;          0,00               
  64;1612010 995       ;    569.406,05 ;    569.406,05 ;          0,00               
  64;1612010 996       ;  1.240.912,66 ;  1.240.124,56 ;        788,10               
  64;1612010 997       ;      1.537,80 ;      1.537,80 ;          0,00               
  64;1612040 980       ;    927.907,54 ;    927.907,54 ;          0,00               
  64;1612040 981       ;    120.417,38 ;    120.417,38 ;          0,00               
  64;1612040 982       ;    644.097,44 ;    644.097,44 ;          0,00               
  64;1612040 998       ;    187.768,13 ;    187.768,13 ;          0,00               
  64;1612099 961       ;  1.276.025,31 ;  1.275.691,90 ;        333,41               
  64;1612099 999       ;     47.359,06 ;     47.359,06 ;          0,00               
  64;  SUBTOTAIS       ; 15.478.338,92 ; 15.477.366,43 ;        972,49               
  64;     TOTAIS       ; 28.716.524,91 ; 28.704.103,14 ;     12.421,77               
                                                                                     
  66;1612010 131       ; 13.677.445,78 ; 13.683.737,69 ;      6.291,91-              
  66;1612010 133       ;  3.092.946,70 ;  3.092.942,30 ;          4,40               
  66;1612010 134       ;  1.370.842,66 ;  1.371.755,17 ;        912,51-              
  66;1612010 135       ;    354.516,02 ;    354.751,49 ;        235,47-              
  66;1612010 136       ;    100.685,09 ;    100.685,09 ;          0,00               
  66;1612010 137       ;    234.479,74 ;    234.479,74 ;          0,00               
  66;1612010 138       ;    142.642,64 ;    139.485,72 ;      3.156,92               
  66;1612040 001       ;  2.558.790,44 ;  2.558.790,44 ;          0,00               
  66;1612040 003       ;  1.686.748,28 ;  1.686.439,16 ;        309,12               
  66;1612040 038       ;  1.594.772,96 ;  1.595.376,28 ;        603,32-              
  66;1612040 039       ;  1.925.375,39 ;  1.919.497,51 ;      5.877,88               
  66;1612099 174       ;    783.755,62 ;    783.626,64 ;        128,98               
  66;  SUBTOTAIS       ; 27.523.001,32 ; 27.521.567,23 ;      1.434,09               
  66;1612010 987       ;  5.615.323,35 ;  5.614.934,73 ;        388,62               
  66;1612010 988       ;    205.516,77 ;    205.516,77 ;          0,00               
  66;1612010 989       ;     29.742,96 ;     29.742,96 ;          0,00               
  66;1612010 990       ;     16.694,00 ;     16.694,00 ;          0,00               
  66;1612010 991       ;     15.807,99 ;     15.807,99 ;          0,00               
  66;1612010 992       ;      2.819,42 ;      2.819,42 ;          0,00               
  66;1612010 995       ;  1.583.675,95 ;  1.583.347,95 ;        328,00               
  66;1612010 996       ;  1.225.704,55 ;  1.225.529,49 ;        175,06               
  66;1612040 980       ;    270.336,12 ;    270.336,12 ;          0,00               
  66;1612040 982       ;    200.821,71 ;    200.821,71 ;          0,00               
  66;1612040 998       ;    447.920,60 ;    447.920,60 ;          0,00               
  66;1612040 999       ;    285.932,26 ;    285.932,26 ;          0,00               
  66;1612099 961       ;    422.743,03 ;    422.743,03 ;          0,00               
  66;  SUBTOTAIS       ; 10.323.038,71 ; 10.322.147,03 ;        891,68               
  66;     TOTAIS       ; 17.199.962,61 ; 17.199.420,20 ;        542,41               
                                                                                     
  67;1612010 131       ;  9.681.362,79 ;  9.682.368,68 ;      1.005,89-              
  67;1612010 133       ;  2.106.523,85 ;  2.106.245,18 ;        278,67               
  67;1612010 134       ;    872.631,86 ;    873.911,82 ;      1.279,96-              
  67;1612010 135       ;    243.171,30 ;    243.170,90 ;          0,40               
  67;1612010 136       ;    121.329,06 ;    120.484,19 ;        844,87               
  67;1612010 137       ;    100.800,41 ;    100.800,41 ;          0,00               
  67;1612010 138       ;    130.989,22 ;    127.942,13 ;      3.047,09               
  67;1612010 141       ;      1.657,52 ;      1.657,52 ;          0,00               
  67;1612040 001       ;    447.861,44 ;    450.002,47 ;      2.141,03-              
  67;1612040 003       ;  2.914.833,44 ;  2.912.307,86 ;      2.525,58               
  67;1612040 034       ;      6.327,13 ;      6.327,13 ;          0,00               
  67;1612040 035       ;     46.374,91 ;     46.374,91 ;          0,00               
  67;1612040 036       ;    405.159,76 ;    405.159,76 ;          0,00               
  67;1612040 038       ;    975.300,68 ;    975.247,98 ;         52,70               
  67;1612040 039       ;  6.111.486,65 ;  6.105.785,78 ;      5.700,87               
  67;1612099 174       ;     86.150,90 ;     86.150,90 ;          0,00               
  67;  SUBTOTAIS       ; 24.251.960,92 ; 24.243.937,62 ;      8.023,30               
  67;1612010 987       ;  3.520.481,07 ;  3.520.349,87 ;        131,20               
  67;1612010 988       ;    132.058,41 ;    132.058,41 ;          0,00               
  67;1612010 989       ;     21.591,07 ;     21.591,07 ;          0,00               
  67;1612010 990       ;     18.104,87 ;     18.104,87 ;          0,00               
  67;1612010 991       ;      7.182,28 ;      7.182,28 ;          0,00               
  67;1612010 992       ;      2.486,50 ;      2.486,50 ;          0,00               
  67;1612010 995       ;  1.028.799,42 ;  1.028.771,69 ;         27,73               
  67;1612010 996       ;    656.146,22 ;    655.778,13 ;        368,09               
  67;1612010 997       ;         76,82 ;         76,82 ;          0,00               
  67;1612040 980       ;    280.752,26 ;    280.752,26 ;          0,00               
  67;1612040 981       ;      3.441,16 ;      3.441,16 ;          0,00               
  67;1612040 982       ;     68.307,77 ;     68.307,77 ;          0,00               
  67;1612040 998       ;     32.058,31 ;     32.058,31 ;          0,00               
  67;1612040 999       ;    149.784,25 ;    149.784,25 ;          0,00               
  67;1612099 961       ;     21.875,09 ;     21.875,09 ;          0,00               
  67;  SUBTOTAIS       ;  5.943.145,50 ;  5.942.618,48 ;        527,02               
  67;     TOTAIS       ; 18.308.815,42 ; 18.301.319,14 ;      7.496,28               
                                                                                     
  71;1612010 131       ;  9.720.930,37 ;  9.716.051,99 ;      4.878,38               
  71;1612010 133       ;  1.944.133,74 ;  1.945.703,94 ;      1.570,20-              
  71;1612010 134       ;  1.087.470,09 ;  1.090.463,99 ;      2.993,90-              
  71;1612010 135       ;    224.318,40 ;    224.421,69 ;        103,29-              
  71;1612010 136       ;    198.700,73 ;    198.288,13 ;        412,60               
  71;1612010 137       ;    257.423,51 ;    258.332,93 ;        909,42-              
  71;1612010 138       ;    122.977,81 ;    120.543,17 ;      2.434,64               
  71;1612010 141       ;     16.805,92 ;     16.805,92 ;          0,00               
  71;1612040 001       ;    177.482,75 ;    177.391,54 ;         91,21               
  71;1612040 003       ;  2.063.313,64 ;  2.063.313,64 ;          0,00               
  71;1612040 033       ;      8.695,33 ;      8.695,33 ;          0,00               
  71;1612040 035       ;  1.083.397,08 ;  1.083.824,98 ;        427,90-              
  71;1612040 038       ;  2.451.095,29 ;  2.450.957,04 ;        138,25               
  71;1612040 039       ;  3.019.371,98 ;  3.019.004,82 ;        367,16               
  71;1612099 025       ;    300.759,56 ;    301.590,83 ;        831,27-              
  71;1612099 174       ;    614.452,61 ;    613.858,31 ;        594,30               
  71;  SUBTOTAIS       ; 23.291.328,81 ; 23.289.248,25 ;      2.080,56               
  71;1612010 987       ;  4.155.446,19 ;  4.155.444,27 ;          1,92               
  71;1612010 988       ;    169.309,34 ;    169.309,34 ;          0,00               
  71;1612010 989       ;     18.301,11 ;     18.301,11 ;          0,00               
  71;1612010 990       ;     32.890,55 ;     32.890,55 ;          0,00               
  71;1612010 991       ;     19.608,51 ;     19.608,51 ;          0,00               
  71;1612010 992       ;      2.031,31 ;      2.031,31 ;          0,00               
  71;1612010 995       ;    926.910,79 ;    926.910,79 ;          0,00               
  71;1612010 996       ;    509.870,59 ;    509.710,45 ;        160,14               
  71;1612010 997       ;      2.838,00 ;      2.866,34 ;         28,34-              
  71;1612040 980       ;    254.271,35 ;    254.271,35 ;          0,00               
  71;1612040 981       ;     29.666,47 ;     29.666,47 ;          0,00               
  71;1612040 982       ;    277.610,48 ;    277.610,48 ;          0,00               
  71;1612040 999       ;    221.435,64 ;    221.435,64 ;          0,00               
  71;1612099 961       ;    331.842,84 ;    331.842,84 ;          0,00               
  71;1612099 999       ;     78.753,69 ;     78.753,69 ;          0,00               
  71;  SUBTOTAIS       ;  7.030.786,86 ;  7.030.653,14 ;        133,72               
  71;     TOTAIS       ; 16.260.541,95 ; 16.258.595,11 ;      1.946,84               
                                                                                     
  72;1612010 131       ; 15.674.285,87 ; 15.670.514,61 ;      3.771,26               
  72;1612010 133       ;    611.477,73 ;    610.990,43 ;        487,30               
  72;1612010 134       ;  1.552.597,91 ;  1.554.294,99 ;      1.697,08-              
  72;1612010 135       ;    254.372,44 ;    254.228,38 ;        144,06               
  72;1612010 136       ;    104.743,94 ;    102.858,96 ;      1.884,98               
  72;1612010 137       ;    185.855,88 ;    191.633,10 ;      5.777,22-              
  72;1612010 138       ;    177.544,09 ;    175.540,27 ;      2.003,82               
  72;1612010 141       ;      1.759,65 ;      1.758,05 ;          1,60               
  72;1612040 001       ;    474.303,00 ;    474.303,00 ;          0,00               
  72;1612040 002       ;  3.296.430,06 ;  3.296.430,06 ;          0,00               
  72;1612040 003       ;  1.226.107,00 ;  1.226.107,00 ;          0,00               
  72;1612040 035       ;    764.866,95 ;    764.868,09 ;          1,14-              
  72;1612040 038       ;  2.704.995,37 ;  2.697.973,57 ;      7.021,80               
  72;1612040 039       ;  1.468.823,55 ;  1.468.611,29 ;        212,26               
  72;1612040 050       ;    149.250,84 ;    149.715,41 ;        464,57-              
  72;1612099 174       ;  1.044.522,87 ;  1.044.187,09 ;        335,78               
  72;  SUBTOTAIS       ; 29.691.937,15 ; 29.684.014,30 ;      7.922,85               
  72;1612010 987       ;  6.174.395,64 ;  6.173.920,97 ;        474,67               
  72;1612010 988       ;    256.705,17 ;    256.705,17 ;          0,00               
  72;1612010 989       ;     21.505,30 ;     21.505,30 ;          0,00               
  72;1612010 990       ;      9.409,61 ;      9.409,61 ;          0,00               
  72;1612010 991       ;     13.420,28 ;     13.420,28 ;          0,00               
  72;1612010 992       ;      2.600,88 ;      2.600,88 ;          0,00               
  72;1612010 995       ;    224.287,78 ;    224.287,78 ;          0,00               
  72;1612010 996       ;    922.352,66 ;    922.079,62 ;        273,04               
  72;1612010 997       ;         48,80 ;         48,80 ;          0,00               
  72;1612040 980       ;    414.234,21 ;    414.234,21 ;          0,00               
  72;1612040 981       ;    152.324,83 ;    152.324,83 ;          0,00               
  72;1612040 982       ;    750.448,59 ;    750.448,59 ;          0,00               
  72;1612040 997       ;    289.725,01 ;    289.725,01 ;          0,00               
  72;1612040 998       ;     63.934,43 ;     63.934,43 ;          0,00               
  72;1612040 999       ;    425.969,88 ;    425.969,88 ;          0,00               
  72;1612099 961       ;    397.788,46 ;    397.788,46 ;          0,00               
  72;  SUBTOTAIS       ; 10.119.151,53 ; 10.118.403,82 ;        747,71               
  72;     TOTAIS       ; 19.572.785,62 ; 19.565.610,48 ;      7.175,14               
                                                                                     
  74;1612010 131       ; 25.419.342,73 ; 25.415.911,51 ;      3.431,22               
  74;1612010 133       ;  1.980.681,99 ;  1.980.807,30 ;        125,31-              
  74;1612010 134       ;  3.045.159,30 ;  3.049.655,36 ;      4.496,06-              
  74;1612010 135       ;    518.632,15 ;    518.524,72 ;        107,43               
  74;1612010 136       ;    638.713,63 ;    638.572,52 ;        141,11               
  74;1612010 137       ;    443.140,82 ;    445.985,83 ;      2.845,01-              
  74;1612010 138       ;    287.530,70 ;    281.758,04 ;      5.772,66               
  74;1612010 141       ;      3.330,20 ;      3.330,20 ;          0,00               
  74;1612040 002       ;    691.270,66 ;    691.270,66 ;          0,00               
  74;1612040 035       ;    174.593,06 ;    174.593,06 ;          0,00               
  74;1612040 038       ;  3.411.848,60 ;  3.417.807,70 ;      5.959,10-              
  74;1612040 039       ;  2.543.373,59 ;  2.543.910,42 ;        536,83-              
  74;1612099 174       ;  1.405.917,41 ;  1.405.765,38 ;        152,03               
  74;1612099 194       ;    288.429,21 ;    288.429,21 ;          0,00               
  74;1612099 196       ;    375.588,57 ;    375.256,06 ;        332,51               
  74;  SUBTOTAIS       ; 41.227.552,62 ; 41.231.577,97 ;      4.025,35-              
  74;1612010 987       ; 11.146.153,50 ; 11.145.948,07 ;        205,43               
  74;1612010 988       ;    466.235,23 ;    466.235,23 ;          0,00               
  74;1612010 989       ;     46.973,34 ;     46.973,34 ;          0,00               
  74;1612010 990       ;    114.000,99 ;    114.000,99 ;          0,00               
  74;1612010 991       ;     33.344,20 ;     33.248,01 ;         96,19               
  74;1612010 992       ;      5.396,06 ;      5.396,06 ;          0,00               
  74;1612010 995       ;    926.066,75 ;    926.066,75 ;          0,00               
  74;1612010 996       ;    769.238,48 ;    769.102,27 ;        136,21               
  74;1612010 997       ;        146,19 ;        146,19 ;          0,00               
  74;1612040 980       ;    370.802,79 ;    370.802,79 ;          0,00               
  74;1612040 981       ;     13.779,90 ;     13.779,90 ;          0,00               
  74;1612040 982       ;    466.215,54 ;    466.215,54 ;          0,00               
  74;1612040 997       ;     53.661,72 ;     53.661,72 ;          0,00               
  74;1612099 961       ;    583.039,68 ;    583.039,68 ;          0,00               
  74;1612099 933       ;    156.770,98 ;    156.770,98 ;          0,00               
  74;1612099 935       ;    117.925,73 ;    117.925,73 ;          0,00               
  74;  SUBTOTAIS       ; 15.269.751,08 ; 15.269.313,25 ;        437,83               
  74;     TOTAIS       ; 25.957.801,54 ; 25.962.264,72 ;      4.463,18-              
                                                                                     
  76;1612010 131       ;  1.803.670,65 ;  1.805.301,36 ;      1.630,71-              
  76;1612010 133       ;    488.927,99 ;    489.004,00 ;         76,01-              
  76;1612010 134       ;     79.723,09 ;     79.723,09 ;          0,00               
  76;1612010 135       ;     27.265,35 ;     27.265,35 ;          0,00               
  76;1612010 137       ;      7.739,06 ;      7.739,06 ;          0,00               
  76;1612010 138       ;     12.712,04 ;     12.545,46 ;        166,58               
  76;1612040 003       ;     75.117,84 ;     75.117,84 ;          0,00               
  76;1612040 038       ;    525.563,10 ;    526.837,48 ;      1.274,38-              
  76;1612040 039       ;    844.825,80 ;    847.630,18 ;      2.804,38-              
  76;  SUBTOTAIS       ;  3.865.544,92 ;  3.871.163,82 ;      5.618,90-              
  76;1612010 987       ;    409.006,84 ;    409.002,86 ;          3,98               
  76;1612010 988       ;     11.726,18 ;     11.726,18 ;          0,00               
  76;1612010 989       ;      2.036,24 ;      2.036,24 ;          0,00               
  76;1612010 991       ;        521,38 ;        521,38 ;          0,00               
  76;1612010 992       ;        161,34 ;        161,34 ;          0,00               
  76;1612010 995       ;    150.314,05 ;    150.314,05 ;          0,00               
  76;1612010 996       ;    469.680,52 ;    485.289,13 ;     15.608,61-              
  76;1612040 980       ;    176.065,54 ;    176.065,54 ;          0,00               
  76;1612040 982       ;     24.035,21 ;     25.209,77 ;      1.174,56-              
  76;1612040 999       ;     10.143,52 ;     10.143,52 ;          0,00               
  76;  SUBTOTAIS       ;  1.253.690,82 ;  1.270.470,01 ;     16.779,19-              
  76;     TOTAIS       ;  2.611.854,10 ;  2.600.693,81 ;     11.160,29               
                                                                                     
  77;1612010 131       ; 23.268.720,07 ; 23.271.630,51 ;      2.910,44-              
  77;1612010 133       ;  3.645.625,26 ;  3.645.786,61 ;        161,35-              
  77;1612010 134       ;  3.335.435,00 ;  3.337.759,68 ;      2.324,68-              
  77;1612010 135       ;    600.754,03 ;    600.743,71 ;         10,32               
  77;1612010 136       ;    648.842,73 ;    647.807,50 ;      1.035,23               
  77;1612010 137       ;    387.170,99 ;    390.888,55 ;      3.717,56-              
  77;1612010 138       ;    266.660,35 ;    259.362,31 ;      7.298,04               
  77;1612010 141       ;      9.877,40 ;      9.877,40 ;          0,00               
  77;1612040 001       ;    278.410,53 ;    277.117,58 ;      1.292,95               
  77;1612040 003       ;     12.107,06 ;     12.107,06 ;          0,00               
  77;1612040 035       ;    392.625,01 ;    392.625,01 ;          0,00               
  77;1612040 038       ;  5.366.913,72 ;  5.369.778,37 ;      2.864,65-              
  77;1612040 039       ;  3.206.070,72 ;  3.205.963,53 ;        107,19               
  77;1612040 049       ;    325.066,16 ;    325.066,16 ;          0,00               
  77;1612040 050       ;    156.258,20 ;    156.258,20 ;          0,00               
  77;1612099 025       ;  1.106.034,02 ;  1.106.034,02 ;          0,00               
  77;1612099 174       ;  1.137.124,96 ;  1.137.111,38 ;         13,58               
  77;1612099 194       ;      6.658,31 ;      6.658,31 ;          0,00               
  77;  SUBTOTAIS       ; 44.150.354,52 ; 44.152.575,89 ;      2.221,37-              
  77;1612010 987       ;  7.210.243,91 ;  7.212.770,80 ;      2.526,89-              
  77;1612010 988       ;    526.227,58 ;    526.227,58 ;          0,00               
  77;1612010 989       ;     56.849,54 ;     56.849,54 ;          0,00               
  77;1612010 990       ;     96.752,87 ;     96.752,87 ;          0,00               
  77;1612010 991       ;     27.908,58 ;     27.897,38 ;         11,20               
  77;1612010 992       ;      5.051,68 ;      5.051,68 ;          0,00               
  77;1612010 995       ;  1.410.230,22 ;  1.410.066,20 ;        164,02               
  77;1612010 996       ;  1.995.990,48 ;  1.995.702,50 ;        287,98               
  77;1612010 997       ;        511,64 ;        511,64 ;          0,00               
  77;1612040 967       ;     21.077,60 ;     21.077,60 ;          0,00               
  77;1612040 968       ;     42.535,48 ;     42.535,48 ;          0,00               
  77;1612040 980       ;    667.900,89 ;    667.900,89 ;          0,00               
  77;1612040 981       ;      7.448,11 ;      7.448,11 ;          0,00               
  77;1612040 982       ;    805.512,27 ;    805.512,27 ;          0,00               
  77;1612040 998       ;     28.989,31 ;     28.989,31 ;          0,00               
  77;1612040 999       ;        497,78 ;        497,78 ;          0,00               
  77;1612099 961       ;    516.595,15 ;    516.595,15 ;          0,00               
  77;1612099 999       ;    161.046,89 ;    161.046,89 ;          0,00               
  77;1612099 935       ;      1.778,53 ;      1.778,53 ;          0,00               
  77;  SUBTOTAIS       ; 13.583.148,51 ; 13.585.212,20 ;      2.063,69-              
  77;     TOTAIS       ; 30.567.206,01 ; 30.567.363,69 ;        157,68-              
                                                                                     
  78;1612010 131       ; 23.487.199,35 ; 23.482.350,82 ;      4.848,53               
  78;1612010 133       ;  1.338.013,24 ;  1.337.061,85 ;        951,39               
  78;1612010 134       ;  2.260.044,67 ;  2.256.220,71 ;      3.823,96               
  78;1612010 135       ;    652.405,93 ;    651.828,80 ;        577,13               
  78;1612010 136       ;    188.440,21 ;    188.440,21 ;          0,00               
  78;1612010 137       ;    450.487,99 ;    451.989,34 ;      1.501,35-              
  78;1612010 138       ;    280.181,58 ;    275.404,79 ;      4.776,79               
  78;1612010 141       ;      8.143,76 ;      8.143,76 ;          0,00               
  78;1612040 002       ;  1.043.782,53 ;  1.043.782,53 ;          0,00               
  78;1612040 035       ;    342.858,35 ;    342.864,33 ;          5,98-              
  78;1612040 038       ;  1.913.319,82 ;  1.915.300,40 ;      1.980,58-              
  78;1612040 039       ;  7.833.025,68 ;  7.834.503,41 ;      1.477,73-              
  78;1612040 050       ;    159.900,00 ;    161.523,93 ;      1.623,93-              
  78;1612099 174       ;  1.077.740,40 ;  1.079.463,56 ;      1.723,16-              
  78;  SUBTOTAIS       ; 41.035.543,51 ; 41.028.878,44 ;      6.665,07               
  78;1612010 987       ; 10.504.158,07 ; 10.503.468,37 ;        689,70               
  78;1612010 988       ;    330.877,23 ;    330.877,23 ;          0,00               
  78;1612010 989       ;     57.584,38 ;     57.584,38 ;          0,00               
  78;1612010 990       ;     26.372,84 ;     26.372,84 ;          0,00               
  78;1612010 991       ;     32.338,51 ;     32.338,51 ;          0,00               
  78;1612010 992       ;      5.697,79 ;      5.697,79 ;          0,00               
  78;1612010 995       ;    699.698,35 ;    699.698,35 ;          0,00               
  78;1612010 996       ;  1.032.019,57 ;  1.031.825,98 ;        193,59               
  78;1612010 997       ;        574,99 ;        574,99 ;          0,00               
  78;1612040 967       ;     51.345,08 ;     51.345,08 ;          0,00               
  78;1612040 980       ;  1.132.356,80 ;  1.132.356,80 ;          0,00               
  78;1612040 981       ;     48.915,03 ;     48.915,03 ;          0,00               
  78;1612040 982       ;    255.895,64 ;    255.895,64 ;          0,00               
  78;1612040 997       ;    145.036,08 ;    145.036,08 ;          0,00               
  78;1612099 961       ;    447.860,25 ;    447.689,28 ;        170,97               
  78;  SUBTOTAIS       ; 14.770.730,61 ; 14.769.676,35 ;      1.054,26               
  78;     TOTAIS       ; 26.264.812,90 ; 26.259.202,09 ;      5.610,81               
                                                                                     
  79;1612010 131       ; 15.329.867,01 ; 15.324.761,77 ;      5.105,24               
  79;1612010 133       ;  1.499.497,53 ;  1.498.669,73 ;        827,80               
  79;1612010 134       ;  1.966.229,55 ;  1.970.610,10 ;      4.380,55-              
  79;1612010 135       ;    336.949,72 ;    336.245,88 ;        703,84               
  79;1612010 136       ;    511.945,26 ;    512.206,22 ;        260,96-              
  79;1612010 137       ;    250.886,77 ;    255.192,14 ;      4.305,37-              
  79;1612010 138       ;    183.308,47 ;    180.431,23 ;      2.877,24               
  79;1612010 141       ;     10.905,33 ;     10.905,33 ;          0,00               
  79;1612040 001       ;    545.218,16 ;    545.218,16 ;          0,00               
  79;1612040 034       ;     28.875,04 ;     28.875,04 ;          0,00               
  79;1612040 035       ;     26.255,40 ;     26.255,40 ;          0,00               
  79;1612040 038       ;  4.513.049,53 ;  4.510.401,02 ;      2.648,51               
  79;1612040 039       ;  1.765.929,04 ;  1.764.883,82 ;      1.045,22               
  79;1612099 174       ;    591.650,11 ;    591.238,93 ;        411,18               
  79;  SUBTOTAIS       ; 27.560.566,92 ; 27.555.894,77 ;      4.672,15               
  79;1612010 987       ;  6.369.047,43 ;  6.368.701,35 ;        346,08               
  79;1612010 988       ;    330.701,98 ;    330.701,98 ;          0,00               
  79;1612010 989       ;     29.361,51 ;     29.361,51 ;          0,00               
  79;1612010 990       ;    121.687,39 ;    121.687,39 ;          0,00               
  79;1612010 991       ;     18.727,40 ;     18.727,40 ;          0,00               
  79;1612010 992       ;      3.562,26 ;      3.562,26 ;          0,00               
  79;1612010 995       ;    585.894,80 ;    585.763,30 ;        131,50               
  79;1612010 996       ;    705.006,12 ;    705.107,04 ;        100,92-              
  79;1612010 997       ;      1.744,80 ;      1.744,80 ;          0,00               
  79;1612040 980       ;    149.527,76 ;    149.527,76 ;          0,00               
  79;1612040 981       ;      2.486,26 ;      2.486,26 ;          0,00               
  79;1612040 982       ;    460.189,92 ;    460.189,92 ;          0,00               
  79;1612099 961       ;    191.019,79 ;    190.857,60 ;        162,19               
  79;  SUBTOTAIS       ;  8.968.957,42 ;  8.968.418,57 ;        538,85               
  79;     TOTAIS       ; 18.591.609,50 ; 18.587.476,20 ;      4.133,30               
                                                                                     
  80;1612010 131       ;  4.595.861,97 ;  4.593.006,83 ;      2.855,14               
  80;1612010 133       ;  1.820.236,11 ;  1.819.621,68 ;        614,43               
