 PA ;     CONTA        ;      OCG      ;      SAP      ;   DIFERENCA                 
  56;1612099 961       ;    452.254,34 ;    451.793,05 ;        461,29               
  56;1612099 999       ;      6.284,43 ;      6.284,43 ;          0,00               
  56;  SUBTOTAIS       ;  9.993.089,95 ;  9.992.757,88 ;        332,07               
  56;     TOTAIS       ; 17.282.382,68 ; 17.283.708,72 ;      1.326,04-              
                                                                                     
  57;1612010 131       ; 14.688.812,70 ; 14.680.515,89 ;      8.296,81               
  57;1612010 133       ;  4.023.294,16 ;  4.023.328,70 ;         34,54-              
  57;1612010 134       ;  1.990.996,71 ;  1.990.000,15 ;        996,56               
  57;1612010 135       ;    463.921,42 ;    464.569,51 ;        648,09-              
  57;1612010 136       ;    344.536,64 ;    341.643,95 ;      2.892,69               
  57;1612010 137       ;    308.838,84 ;    310.196,85 ;      1.358,01-              
  57;1612010 138       ;    252.787,86 ;    251.211,59 ;      1.576,27               
  57;1612010 141       ;      7.034,31 ;      7.034,31 ;          0,00               
  57;1612040 001       ;  2.050.319,18 ;  2.055.935,84 ;      5.616,66-              
  57;1612040 003       ;    514.139,20 ;    514.139,20 ;          0,00               
  57;1612040 035       ;     71.917,56 ;     71.917,56 ;          0,00               
  57;1612040 038       ;  4.128.284,88 ;  4.132.772,26 ;      4.487,38-              
  57;1612040 039       ;  2.921.448,84 ;  2.922.850,33 ;      1.401,49-              
  57;1612040 046       ;    301.592,87 ;    301.592,87 ;          0,00               
  57;1612040 050       ;    784.006,80 ;    784.006,80 ;          0,00               
  57;1612099 174       ;  1.093.330,04 ;  1.093.671,93 ;        341,89-              
  57;  SUBTOTAIS       ; 33.945.262,01 ; 33.945.387,74 ;        125,73-              
  57;1612010 987       ;  4.747.656,72 ;  4.748.798,84 ;      1.142,12-              
  57;1612010 988       ;    328.096,37 ;    328.096,37 ;          0,00               
  57;1612010 989       ;     36.151,54 ;     36.151,54 ;          0,00               
  57;1612010 990       ;     74.137,81 ;     74.137,81 ;          0,00               
  57;1612010 991       ;     23.387,60 ;     23.387,60 ;          0,00               
  57;1612010 992       ;      7.012,10 ;      7.012,10 ;          0,00               
  57;1612010 995       ;  1.487.981,24 ;  1.488.091,35 ;        110,11-              
  57;1612010 996       ;  1.261.070,24 ;  1.259.965,04 ;      1.105,20               
  57;1612010 997       ;        870,19 ;        870,19 ;          0,00               
  57;1612040 967       ;    112.536,67 ;    112.536,67 ;          0,00               
  57;1612040 980       ;    251.523,25 ;    251.523,25 ;          0,00               
  57;1612040 981       ;     26.381,31 ;     28.325,72 ;      1.944,41-              
  57;1612040 982       ;    319.130,43 ;    319.130,43 ;          0,00               
  57;1612040 998       ;     67.606,76 ;     67.606,76 ;          0,00               
  57;1612040 999       ;     31.917,02 ;     31.917,02 ;          0,00               
  57;1612099 961       ;    552.261,50 ;    552.261,50 ;          0,00               
  57;  SUBTOTAIS       ;  9.327.720,75 ;  9.329.812,19 ;      2.091,44-              
  57;     TOTAIS       ; 24.617.541,26 ; 24.615.575,55 ;      1.965,71               
                                                                                     
  58;1612010 131       ; 31.484.336,37 ; 31.487.658,70 ;      3.322,33-              
  58;1612010 133       ;  5.452.990,54 ;  5.451.283,16 ;      1.707,38               
  58;1612010 134       ;  3.977.027,42 ;  3.973.433,40 ;      3.594,02               
  58;1612010 135       ;    816.437,56 ;    816.501,38 ;         63,82-              
  58;1612010 136       ;  1.308.491,68 ;  1.307.495,83 ;        995,85               
  58;1612010 137       ;    686.851,37 ;    691.176,91 ;      4.325,54-              
  58;1612010 138       ;    528.955,34 ;    525.273,55 ;      3.681,79               
  58;1612010 141       ;     16.328,39 ;     16.328,39 ;          0,00               
  58;1612040 001       ;  1.558.797,02 ;  1.558.842,49 ;         45,47-              
  58;1612040 003       ;  1.557.569,42 ;  1.557.634,69 ;         65,27-              
  58;1612040 035       ;  4.608.680,69 ;  4.608.673,21 ;          7,48               
  58;1612040 038       ;  7.754.268,32 ;  7.751.222,27 ;      3.046,05               
  58;1612040 039       ;  5.294.498,91 ;  5.298.904,40 ;      4.405,49-              
  58;1612040 048       ;  1.135.442,00 ;  1.135.442,00 ;          0,00               
  58;1612099 174       ;  3.138.094,70 ;  3.137.504,86 ;        589,84               
  58;1612099 194       ;    164.979,13 ;    164.972,29 ;          6,84               
  58;  SUBTOTAIS       ; 69.483.748,86 ; 69.482.347,53 ;      1.401,33               
  58;1612010 987       ; 12.764.768,39 ; 12.774.237,21 ;      9.468,82-              
  58;1612010 988       ;    674.482,34 ;    674.482,34 ;          0,00               
  58;1612010 989       ;     76.722,67 ;     76.722,67 ;          0,00               
  58;1612010 990       ;    296.401,47 ;    296.401,47 ;          0,00               
  58;1612010 991       ;     50.944,14 ;     50.944,14 ;          0,00               
  58;1612010 992       ;     17.513,03 ;     17.513,03 ;          0,00               
  58;1612010 995       ;  2.406.507,81 ;  2.406.507,81 ;          0,00               
  58;1612010 996       ;  1.301.898,82 ;  1.301.424,29 ;        474,53               
  58;1612010 997       ;      2.238,56 ;      2.238,56 ;          0,00               
  58;1612040 969       ;    374.871,89 ;    374.871,89 ;          0,00               
  58;1612040 980       ;  1.026.241,91 ;  1.067.557,03 ;     41.315,12-              
  58;1612040 981       ;    902.397,88 ;    902.397,88 ;          0,00               
  58;1612040 982       ;  1.379.999,38 ;  1.381.242,76 ;      1.243,38-              
  58;1612040 998       ;    281.975,71 ;    281.975,71 ;          0,00               
  58;1612040 999       ;    299.349,99 ;    299.349,99 ;          0,00               
  58;1612099 961       ;  1.050.883,79 ;  1.050.883,79 ;          0,00               
  58;1612099 935       ;     75.618,77 ;     75.618,77 ;          0,00               
  58;  SUBTOTAIS       ; 22.982.816,55 ; 23.034.369,34 ;     51.552,79-              
  58;     TOTAIS       ; 46.500.932,31 ; 46.447.978,19 ;     52.954,12               
                                                                                     
  59;1612010 131       ; 12.986.944,20 ; 12.989.271,06 ;      2.326,86-              
  59;1612010 133       ;  1.477.178,60 ;  1.478.329,52 ;      1.150,92-              
  59;1612010 134       ;    875.832,68 ;    872.871,43 ;      2.961,25               
  59;1612010 135       ;    290.786,60 ;    291.185,54 ;        398,94-              
  59;1612010 136       ;    439.021,02 ;    438.774,99 ;        246,03               
  59;1612010 137       ;    206.316,93 ;    211.009,28 ;      4.692,35-              
  59;1612010 138       ;    170.706,70 ;    169.083,87 ;      1.622,83               
  59;1612010 141       ;      2.782,14 ;      2.782,14 ;          0,00               
  59;1612040 001       ;    609.634,78 ;    610.894,23 ;      1.259,45-              
  59;1612040 003       ;  9.916.092,95 ;  9.932.092,09 ;     15.999,14-              
  59;1612040 035       ;    210.550,85 ;    210.550,85 ;          0,00               
  59;1612040 038       ;    994.224,20 ;    993.026,42 ;      1.197,78               
  59;1612040 039       ;  4.038.268,71 ;  4.045.103,64 ;      6.834,93-              
  59;1612040 047       ;  6.867.245,70 ;  6.867.245,70 ;          0,00               
  59;1612099 174       ;    912.890,26 ;    913.056,33 ;        166,07-              
  59;1612099 196       ;      1.723,43 ;      1.723,43 ;          0,00               
  59;  SUBTOTAIS       ; 40.000.199,75 ; 40.027.000,52 ;     26.800,77-              
  59;1612010 987       ;  4.282.523,91 ;  4.285.709,37 ;      3.185,46-              
  59;1612010 988       ;    131.473,89 ;    131.473,89 ;          0,00               
  59;1612010 989       ;     26.601,56 ;     26.601,56 ;          0,00               
  59;1612010 990       ;    104.516,32 ;    104.516,32 ;          0,00               
  59;1612010 991       ;     14.869,79 ;     14.869,79 ;          0,00               
  59;1612010 992       ;      5.348,42 ;      5.348,42 ;          0,00               
  59;1612010 995       ;    527.707,69 ;    526.540,99 ;      1.166,70               
  59;1612010 996       ;  1.206.079,62 ;  1.205.898,95 ;        180,67               
  59;1612010 997       ;        163,03 ;        163,03 ;          0,00               
  59;1612040 970       ;    872.053,30 ;    872.053,30 ;          0,00               
  59;1612040 980       ;    766.992,72 ;    766.907,28 ;         85,44               
  59;1612040 981       ;      9.348,80 ;      9.348,80 ;          0,00               
  59;1612040 982       ;    220.536,76 ;    220.536,76 ;          0,00               
  59;1612040 998       ;     31.517,72 ;     31.517,72 ;          0,00               
  59;1612040 999       ;  1.158.253,40 ;  1.158.253,40 ;          0,00               
  59;1612099 961       ;    324.157,76 ;    324.157,76 ;          0,00               
  59;1612099 933       ;         36,53 ;         36,53 ;          0,00               
  59;  SUBTOTAIS       ;  9.682.181,22 ;  9.683.933,87 ;      1.752,65-              
  59;     TOTAIS       ; 30.318.018,53 ; 30.343.066,65 ;     25.048,12-              
                                                                                     
  60;1612010 131       ;  7.518.226,27 ;  7.519.516,52 ;      1.290,25-              
  60;1612010 133       ;  1.403.995,55 ;  1.403.701,49 ;        294,06               
  60;1612010 134       ;    511.111,13 ;    510.412,32 ;        698,81               
  60;1612010 135       ;    142.237,97 ;    142.268,63 ;         30,66-              
  60;1612010 136       ;     24.765,14 ;     24.765,14 ;          0,00               
  60;1612010 137       ;     87.075,81 ;     87.468,22 ;        392,41-              
  60;1612010 138       ;     50.508,89 ;     50.436,73 ;         72,16               
  60;1612010 141       ;      1.765,68 ;      1.765,68 ;          0,00               
  60;1612040 001       ;     98.749,12 ;     98.749,12 ;          0,00               
  60;1612040 002       ;     81.039,61 ;     81.039,61 ;          0,00               
  60;1612040 003       ;  2.136.263,46 ;  2.138.814,85 ;      2.551,39-              
  60;1612040 034       ;    697.799,95 ;    697.753,77 ;         46,18               
  60;1612040 035       ;     16.763,10 ;     16.763,10 ;          0,00               
  60;1612040 038       ;    604.100,59 ;    603.938,18 ;        162,41               
  60;1612040 039       ;  2.497.088,00 ;  2.501.366,97 ;      4.278,97-              
  60;1612040 047       ;  1.883.016,66 ;  1.883.016,66 ;          0,00               
  60;1612060 139       ;    379.581,12 ;    379.581,12 ;          0,00               
  60;1612060 145       ; 17.929.359,51 ; 17.929.359,51 ;          0,00               
  60;1612099 174       ;    448.126,70 ;    449.470,10 ;      1.343,40-              
  60;  SUBTOTAIS       ; 36.511.574,26 ; 36.520.187,72 ;      8.613,46-              
  60;1612010 987       ;  2.167.512,23 ;  2.167.498,83 ;         13,40               
  60;1612010 988       ;     67.940,34 ;     67.940,34 ;          0,00               
  60;1612010 989       ;     12.742,21 ;     12.764,77 ;         22,56-              
  60;1612010 990       ;      2.040,45 ;      2.040,45 ;          0,00               
  60;1612010 991       ;      6.825,17 ;      6.825,17 ;          0,00               
  60;1612010 992       ;      1.369,93 ;      1.369,93 ;          0,00               
  60;1612010 995       ;    472.993,88 ;    472.899,02 ;         94,86               
  60;1612010 996       ;  1.204.467,89 ;  1.204.167,52 ;        300,37               
  60;1612010 997       ;        107,30 ;        107,30 ;          0,00               
  60;1612040 970       ;    446.302,02 ;    446.302,02 ;          0,00               
  60;1612040 980       ;    237.393,23 ;    237.393,23 ;          0,00               
  60;1612040 981       ;      1.390,84 ;      1.390,84 ;          0,00               
  60;1612040 982       ;     54.268,02 ;     54.268,02 ;          0,00               
  60;1612040 983       ;     78.620,97 ;     78.620,97 ;          0,00               
  60;1612040 997       ;      5.298,47 ;      5.298,47 ;          0,00               
  60;1612040 998       ;      4.023,10 ;      4.023,10 ;          0,00               
  60;1612040 999       ;    352.080,40 ;    352.080,40 ;          0,00               
  60;1612060 974       ;  5.282.233,03 ;  5.300.111,93 ;     17.878,90-              
  60;1612060 997       ;     19.196,97 ;     19.196,97 ;          0,00               
  60;1612099 961       ;    250.850,12 ;    250.850,12 ;          0,00               
  60;  SUBTOTAIS       ; 10.667.656,57 ; 10.685.149,40 ;     17.492,83-              
  60;     TOTAIS       ; 25.843.917,69 ; 25.835.038,32 ;      8.879,37               
                                                                                     
  61;1612010 131       ; 12.431.990,51 ; 12.434.806,15 ;      2.815,64-              
  61;1612010 133       ;  3.831.576,85 ;  3.832.671,94 ;      1.095,09-              
  61;1612010 134       ;  1.315.820,99 ;  1.321.376,19 ;      5.555,20-              
  61;1612010 135       ;    238.101,96 ;    237.414,66 ;        687,30               
  61;1612010 136       ;    149.949,82 ;    147.645,03 ;      2.304,79               
  61;1612010 137       ;    217.439,98 ;    220.494,68 ;      3.054,70-              
  61;1612010 138       ;    197.052,61 ;    196.239,32 ;        813,29               
  61;1612010 141       ;      5.140,78 ;      5.140,78 ;          0,00               
  61;1612040 003       ;    273.974,80 ;    273.974,80 ;          0,00               
  61;1612040 038       ;  2.242.778,76 ;  2.242.773,67 ;          5,09               
  61;1612040 039       ;  6.106.970,99 ;  6.099.580,76 ;      7.390,23               
  61;1612040 049       ;    134.354,08 ;    134.354,08 ;          0,00               
  61;1612040 050       ;    188.159,40 ;    188.159,40 ;          0,00               
  61;1612099 174       ;    913.190,64 ;    913.190,50 ;          0,14               
  61;  SUBTOTAIS       ; 28.246.502,17 ; 28.247.821,96 ;      1.319,79-              
  61;1612010 987       ;  4.700.212,11 ;  4.700.033,56 ;        178,55               
  61;1612010 988       ;    222.502,72 ;    222.502,72 ;          0,00               
  61;1612010 989       ;     20.786,84 ;     20.786,84 ;          0,00               
  61;1612010 990       ;     10.388,20 ;     10.388,20 ;          0,00               
  61;1612010 991       ;     15.369,16 ;     15.369,16 ;          0,00               
  61;1612010 992       ;      5.827,18 ;      5.827,18 ;          0,00               
  61;1612010 995       ;  1.793.013,76 ;  1.792.694,54 ;        319,22               
  61;1612010 996       ;    938.719,79 ;    939.615,60 ;        895,81-              
  61;1612010 997       ;        280,16 ;        280,16 ;          0,00               
  61;1612040 967       ;     44.480,73 ;     44.480,73 ;          0,00               
  61;1612040 980       ;  1.269.004,16 ;  1.269.583,08 ;        578,92-              
  61;1612040 982       ;    266.909,52 ;    266.909,52 ;          0,00               
  61;1612040 999       ;     25.581,31 ;     25.581,31 ;          0,00               
  61;1612099 961       ;    328.622,72 ;    328.103,96 ;        518,76               
  61;  SUBTOTAIS       ;  9.641.698,36 ;  9.642.156,56 ;        458,20-              
  61;     TOTAIS       ; 18.604.803,81 ; 18.605.665,40 ;        861,59-              
                                                                                     
  62;1612010 131       ;  7.794.442,38 ;  7.790.882,87 ;      3.559,51               
  62;1612010 133       ;  1.622.551,53 ;  1.623.403,41 ;        851,88-              
  62;1612010 134       ;    436.003,53 ;    435.803,24 ;        200,29               
  62;1612010 135       ;    104.368,36 ;    104.365,73 ;          2,63               
  62;1612010 136       ;     55.046,32 ;     53.765,52 ;      1.280,80               
  62;1612010 137       ;     70.934,90 ;     71.141,49 ;        206,59-              
  62;1612010 138       ;     65.764,03 ;     65.280,14 ;        483,89               
  62;1612010 141       ;      1.738,80 ;      1.738,80 ;          0,00               
  62;1612040 003       ;  7.354.581,73 ;  7.356.400,47 ;      1.818,74-              
  62;1612040 035       ;    150.754,32 ;    150.754,32 ;          0,00               
  62;1612040 038       ;  1.725.173,36 ;  1.725.171,47 ;          1,89               
  62;1612040 039       ;  3.814.896,83 ;  3.813.225,60 ;      1.671,23               
  62;1612099 174       ;    235.556,09 ;    235.564,51 ;          8,42-              
  62;1612099 196       ;    152.461,92 ;    152.461,92 ;          0,00               
  62;  SUBTOTAIS       ; 23.584.274,10 ; 23.579.959,49 ;      4.314,61               
  62;1612010 987       ;  3.223.715,76 ;  3.223.694,07 ;         21,69               
  62;1612010 988       ;     70.751,48 ;     70.751,48 ;          0,00               
  62;1612010 989       ;      8.250,83 ;      8.250,83 ;          0,00               
  62;1612010 990       ;      1.584,37 ;      1.584,37 ;          0,00               
  62;1612010 991       ;      4.590,32 ;      4.590,32 ;          0,00               
  62;1612010 992       ;      2.227,99 ;      2.227,99 ;          0,00               
  62;1612010 995       ;    654.280,14 ;    653.491,49 ;        788,65               
  62;1612010 996       ;  1.097.086,72 ;  1.097.202,15 ;        115,43-              
  62;1612010 997       ;        116,82 ;        116,82 ;          0,00               
  62;1612040 980       ;    350.736,88 ;    350.736,88 ;          0,00               
  62;1612040 981       ;      5.143,88 ;      5.143,88 ;          0,00               
  62;1612040 982       ;    138.312,84 ;    138.312,84 ;          0,00               
  62;1612040 999       ;    635.737,94 ;    635.737,94 ;          0,00               
  62;1612099 961       ;    112.474,34 ;    112.474,34 ;          0,00               
  62;1612099 933       ;     20.810,37 ;     20.810,37 ;          0,00               
  62;  SUBTOTAIS       ;  6.325.820,68 ;  6.325.125,77 ;        694,91               
  62;     TOTAIS       ; 17.258.453,42 ; 17.254.833,72 ;      3.619,70               
                                                                                     
  63;1612010 131       ;    187.943,61 ;    187.891,08 ;         52,53               
  63;  SUBTOTAIS       ;    187.943,61 ;    187.891,08 ;         52,53               
  63;1612010 987       ;      4.824,88 ;      4.824,88 ;          0,00               
  63;1612010 996       ;     68.564,39 ;     68.564,39 ;          0,00               
  63;  SUBTOTAIS       ;     73.389,27 ;     73.389,27 ;          0,00               
  63;     TOTAIS       ;    114.554,34 ;    114.501,81 ;         52,53               
                                                                                     
  64;1612010 131       ; 25.170.563,29 ; 25.171.343,29 ;        780,00-              
  64;1612010 133       ;  1.478.664,77 ;  1.477.767,57 ;        897,20               
  64;1612010 134       ;  3.068.135,76 ;  3.061.864,56 ;      6.271,20               
  64;1612010 135       ;    737.791,60 ;    737.657,57 ;        134,03               
  64;1612010 136       ;    428.602,54 ;    428.313,65 ;        288,89               
  64;1612010 137       ;    393.747,97 ;    398.317,30 ;      4.569,33-              
  64;1612010 138       ;    437.821,84 ;    434.772,71 ;      3.049,13               
  64;1612010 141       ;     15.306,73 ;     15.306,73 ;          0,00               
  64;1612040 001       ;  1.045.604,16 ;  1.045.604,16 ;          0,00               
  64;1612040 035       ;    691.137,22 ;    690.955,76 ;        181,46               
  64;1612040 038       ;  4.003.787,07 ;  3.999.752,00 ;      4.035,07               
  64;1612040 039       ;  3.553.418,35 ;  3.553.487,50 ;         69,15-              
  64;1612099 025       ;    151.651,24 ;    151.651,24 ;          0,00               
  64;1612099 174       ;  2.893.642,10 ;  2.891.892,84 ;      1.749,26               
  64;  SUBTOTAIS       ; 44.069.874,64 ; 44.058.686,88 ;     11.187,76               
  64;1612010 987       ;  9.769.422,11 ;  9.769.532,58 ;        110,47-              
  64;1612010 988       ;    550.975,68 ;    550.975,68 ;          0,00               
  64;1612010 989       ;     68.606,49 ;     68.606,49 ;          0,00               
  64;1612010 990       ;     43.752,98 ;     43.752,98 ;          0,00               
  64;1612010 991       ;     29.083,11 ;     29.083,11 ;          0,00               
  64;1612010 992       ;     12.718,79 ;     12.718,79 ;          0,00               
  64;1612010 995       ;    569.228,12 ;    569.228,12 ;          0,00               
  64;1612010 996       ;  1.246.278,56 ;  1.245.490,46 ;        788,10               
  64;1612010 997       ;      1.537,80 ;      1.537,80 ;          0,00               
  64;1612040 980       ;    926.794,85 ;    926.602,97 ;        191,88               
  64;1612040 981       ;    120.385,95 ;    120.385,95 ;          0,00               
  64;1612040 982       ;    641.298,92 ;    641.298,92 ;          0,00               
  64;1612040 998       ;    186.087,72 ;    186.087,72 ;          0,00               
  64;1612099 961       ;  1.275.648,07 ;  1.275.314,66 ;        333,41               
  64;1612099 999       ;     47.359,06 ;     47.359,06 ;          0,00               
  64;  SUBTOTAIS       ; 15.489.178,21 ; 15.487.975,29 ;      1.202,92               
  64;     TOTAIS       ; 28.580.696,43 ; 28.570.711,59 ;      9.984,84               
                                                                                     
  66;1612010 131       ; 13.807.497,96 ; 13.814.523,76 ;      7.025,80-              
  66;1612010 133       ;  3.092.518,65 ;  3.092.514,25 ;          4,40               
  66;1612010 134       ;  1.268.101,46 ;  1.265.311,35 ;      2.790,11               
  66;1612010 135       ;    366.569,50 ;    366.935,11 ;        365,61-              
  66;1612010 136       ;    100.685,09 ;    100.685,09 ;          0,00               
  66;1612010 137       ;    234.479,74 ;    234.479,74 ;          0,00               
  66;1612010 138       ;    188.324,53 ;    187.332,62 ;        991,91               
  66;1612040 001       ;  2.558.790,44 ;  2.558.790,44 ;          0,00               
  66;1612040 003       ;  1.686.826,07 ;  1.686.516,95 ;        309,12               
  66;1612040 038       ;  1.594.831,79 ;  1.595.425,07 ;        593,28-              
  66;1612040 039       ;  1.925.386,89 ;  1.919.509,01 ;      5.877,88               
  66;1612099 174       ;    783.600,47 ;    783.163,24 ;        437,23               
  66;  SUBTOTAIS       ; 27.607.612,59 ; 27.605.186,63 ;      2.425,96               
  66;1612010 987       ;  5.692.832,42 ;  5.692.497,04 ;        335,38               
  66;1612010 988       ;    208.464,66 ;    208.464,66 ;          0,00               
  66;1612010 989       ;     32.291,86 ;     32.291,86 ;          0,00               
  66;1612010 990       ;     16.694,00 ;     16.694,00 ;          0,00               
  66;1612010 991       ;     15.807,99 ;     15.807,99 ;          0,00               
  66;1612010 992       ;      6.536,55 ;      6.536,55 ;          0,00               
  66;1612010 995       ;  1.583.217,60 ;  1.582.591,45 ;        626,15               
  66;1612010 996       ;  1.222.845,00 ;  1.222.656,12 ;        188,88               
  66;1612040 980       ;    269.930,52 ;    269.930,52 ;          0,00               
  66;1612040 982       ;    200.727,64 ;    200.727,64 ;          0,00               
  66;1612040 998       ;    447.920,60 ;    447.920,60 ;          0,00               
  66;1612040 999       ;    284.826,40 ;    284.826,40 ;          0,00               
  66;1612099 961       ;    422.238,75 ;    422.238,75 ;          0,00               
  66;  SUBTOTAIS       ; 10.404.333,99 ; 10.403.183,58 ;      1.150,41               
  66;     TOTAIS       ; 17.203.278,60 ; 17.202.003,05 ;      1.275,55               
                                                                                     
  67;1612010 131       ;  9.601.662,16 ;  9.611.949,49 ;     10.287,33-              
  67;1612010 133       ;  2.106.530,69 ;  2.106.252,02 ;        278,67               
  67;1612010 134       ;    795.168,32 ;    795.494,36 ;        326,04-              
  67;1612010 135       ;    248.024,82 ;    248.024,42 ;          0,40               
  67;1612010 136       ;    121.329,84 ;    120.484,97 ;        844,87               
  67;1612010 137       ;    104.258,52 ;    104.258,52 ;          0,00               
  67;1612010 138       ;    156.493,83 ;    154.631,29 ;      1.862,54               
  67;1612010 141       ;      1.657,52 ;      1.657,52 ;          0,00               
  67;1612040 001       ;    447.910,30 ;    450.051,33 ;      2.141,03-              
  67;1612040 003       ;  2.914.833,44 ;  2.912.307,86 ;      2.525,58               
  67;1612040 034       ;      6.327,13 ;      6.327,13 ;          0,00               
  67;1612040 035       ;     46.374,91 ;     46.374,91 ;          0,00               
  67;1612040 036       ;    405.159,76 ;    405.159,76 ;          0,00               
  67;1612040 038       ;    975.300,68 ;    975.247,98 ;         52,70               
  67;1612040 039       ;  6.795.415,35 ;  6.790.841,24 ;      4.574,11               
  67;1612099 174       ;     86.156,52 ;     86.156,52 ;          0,00               
  67;  SUBTOTAIS       ; 24.812.603,79 ; 24.815.219,32 ;      2.615,53-              
  67;1612010 987       ;  3.468.779,05 ;  3.477.043,45 ;      8.264,40-              
  67;1612010 988       ;    134.559,33 ;    134.559,33 ;          0,00               
  67;1612010 989       ;     22.297,53 ;     22.297,53 ;          0,00               
  67;1612010 990       ;     18.104,87 ;     18.104,87 ;          0,00               
  67;1612010 991       ;      7.421,97 ;      7.421,97 ;          0,00               
  67;1612010 992       ;      4.574,85 ;      4.574,85 ;          0,00               
  67;1612010 995       ;  1.028.576,23 ;  1.028.548,50 ;         27,73               
  67;1612010 996       ;    656.904,85 ;    656.536,76 ;        368,09               
  67;1612010 997       ;         76,82 ;         76,82 ;          0,00               
  67;1612040 980       ;    491.255,94 ;    491.255,94 ;          0,00               
  67;1612040 981       ;      3.441,16 ;      3.441,16 ;          0,00               
  67;1612040 982       ;     68.307,77 ;     68.307,77 ;          0,00               
  67;1612040 998       ;     31.855,35 ;     31.855,35 ;          0,00               
  67;1612040 999       ;    149.784,25 ;    149.784,25 ;          0,00               
  67;1612099 961       ;     21.834,64 ;     21.834,64 ;          0,00               
  67;  SUBTOTAIS       ;  6.107.774,61 ;  6.115.643,19 ;      7.868,58-              
  67;     TOTAIS       ; 18.704.829,18 ; 18.699.576,13 ;      5.253,05               
                                                                                     
  71;1612010 131       ;  9.693.472,84 ;  9.688.624,10 ;      4.848,74               
  71;1612010 133       ;  1.934.177,46 ;  1.935.747,66 ;      1.570,20-              
  71;1612010 134       ;    999.523,95 ;  1.000.427,57 ;        903,62-              
  71;1612010 135       ;    226.057,52 ;    226.222,51 ;        164,99-              
  71;1612010 136       ;    198.702,35 ;    198.289,75 ;        412,60               
  71;1612010 137       ;    257.423,51 ;    258.332,93 ;        909,42-              
  71;1612010 138       ;    142.784,46 ;    141.419,74 ;      1.364,72               
  71;1612010 141       ;     16.805,92 ;     16.805,92 ;          0,00               
  71;1612040 001       ;    167.317,36 ;    167.204,22 ;        113,14               
  71;1612040 003       ;  2.060.513,58 ;  2.060.513,58 ;          0,00               
  71;1612040 033       ;      8.695,33 ;      8.695,33 ;          0,00               
  71;1612040 035       ;  1.083.107,90 ;  1.083.510,39 ;        402,49-              
  71;1612040 038       ;  2.444.691,78 ;  2.445.124,66 ;        432,88-              
  71;1612040 039       ;  3.007.319,98 ;  3.006.700,39 ;        619,59               
  71;1612099 025       ;    300.759,56 ;    301.590,83 ;        831,27-              
  71;1612099 174       ;    614.459,71 ;    613.865,41 ;        594,30               
  71;  SUBTOTAIS       ; 23.155.813,21 ; 23.153.074,99 ;      2.738,22               
  71;1612010 987       ;  4.146.967,99 ;  4.147.180,40 ;        212,41-              
  71;1612010 988       ;    173.463,32 ;    173.463,32 ;          0,00               
  71;1612010 989       ;     18.366,97 ;     18.366,97 ;          0,00               
  71;1612010 990       ;     32.890,55 ;     32.890,55 ;          0,00               
  71;1612010 991       ;     19.608,51 ;     19.608,51 ;          0,00               
  71;1612010 992       ;      4.449,41 ;      4.449,41 ;          0,00               
  71;1612010 995       ;    925.579,38 ;    925.579,38 ;          0,00               
  71;1612010 996       ;    509.239,42 ;    509.079,28 ;        160,14               
  71;1612010 997       ;      2.838,00 ;      2.866,34 ;         28,34-              
  71;1612040 980       ;    254.065,33 ;    254.065,33 ;          0,00               
  71;1612040 981       ;     29.626,20 ;     29.626,20 ;          0,00               
  71;1612040 982       ;    276.326,64 ;    276.326,64 ;          0,00               
  71;1612040 999       ;    220.991,93 ;    220.991,93 ;          0,00               
  71;1612099 961       ;    331.570,36 ;    331.570,36 ;          0,00               
  71;1612099 999       ;     78.753,69 ;     78.753,69 ;          0,00               
  71;  SUBTOTAIS       ;  7.024.737,70 ;  7.024.818,31 ;         80,61-              
  71;     TOTAIS       ; 16.131.075,51 ; 16.128.256,68 ;      2.818,83               
                                                                                     
  72;1612010 131       ; 15.510.386,08 ; 15.507.071,90 ;      3.314,18               
  72;1612010 133       ;    614.450,31 ;    613.963,01 ;        487,30               
  72;1612010 134       ;  1.490.937,68 ;  1.490.817,00 ;        120,68               
  72;1612010 135       ;    259.316,90 ;    259.215,85 ;        101,05               
  72;1612010 136       ;    103.567,78 ;    102.542,88 ;      1.024,90               
  72;1612010 137       ;    185.855,88 ;    191.633,10 ;      5.777,22-              
  72;1612010 138       ;    226.274,88 ;    225.366,38 ;        908,50               
  72;1612010 141       ;      1.761,21 ;      1.759,61 ;          1,60               
  72;1612040 001       ;    474.303,00 ;    474.303,00 ;          0,00               
  72;1612040 002       ;  3.296.430,06 ;  3.296.430,06 ;          0,00               
  72;1612040 003       ;  1.226.107,00 ;  1.226.107,00 ;          0,00               
  72;1612040 035       ;    764.200,53 ;    764.201,67 ;          1,14-              
  72;1612040 038       ;  2.692.308,95 ;  2.689.547,04 ;      2.761,91               
  72;1612040 039       ;  1.462.893,27 ;  1.462.645,74 ;        247,53               
  72;1612040 050       ;    149.482,38 ;    150.065,43 ;        583,05-              
  72;1612099 174       ;  1.044.524,31 ;  1.044.188,53 ;        335,78               
  72;  SUBTOTAIS       ; 29.502.800,22 ; 29.499.858,20 ;      2.942,02               
  72;1612010 987       ;  6.072.968,28 ;  6.072.493,61 ;        474,67               
  72;1612010 988       ;    261.903,66 ;    261.903,66 ;          0,00               
  72;1612010 989       ;     22.042,33 ;     22.042,33 ;          0,00               
